workflow_type,task_category,task_instances,workflows_with_this_task
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_55,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_56,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_57,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_58,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_59,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_60,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_61,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_62,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_63,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_64,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_65,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_66,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_67,5,5
epigenomics,map_map_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_68,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_35,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_36,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_37,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_38,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_39,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_40,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_41,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_42,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_43,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_44,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_45,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_46,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_47,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_48,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_49,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_50,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_51,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_52,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_53,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_54,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_55,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_56,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_57,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_58,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_59,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_60,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_61,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_62,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_63,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_64,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_65,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_66,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_67,5,5
epigenomics,sol2sanger_sol2sanger_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_2_sequence_68,5,5
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_29,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_30,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_31,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_32,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_33,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_34,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_35,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_36,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_37,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_38,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_39,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_40,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_41,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_42,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_43,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_44,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_45,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_46,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_47,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_48,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_49,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_50,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_51,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_52,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_53,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_54,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_55,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_4_sequence_56,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_29,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_30,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_31,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_32,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_33,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_34,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_35,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_36,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_37,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_38,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_39,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_40,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_41,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_42,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_43,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_44,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_45,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_46,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_47,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_48,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_49,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_50,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_51,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_52,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_53,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_54,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_55,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_4_sequence_56,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_29,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_30,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_31,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_32,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_33,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_34,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_35,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_36,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_37,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_38,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_39,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_40,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_41,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_42,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_43,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_44,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_45,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_46,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_47,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_48,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_49,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_50,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_51,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_52,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_53,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_54,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_55,4,4
epigenomics,map_map_hep2_msp1_digests_s_4_sequence_56,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_29,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_30,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_31,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_32,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_33,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_34,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_35,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_36,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_37,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_38,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_39,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_40,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_41,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_42,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_43,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_44,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_45,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_46,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_47,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_48,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_49,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_50,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_51,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_52,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_53,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_54,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_55,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_4_sequence_56,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_1,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_10,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_11,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_12,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_13,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_14,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_15,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_16,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_17,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_18,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_19,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_2,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_20,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_21,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_3,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_4,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_5,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_6,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_7,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_8,4,4
epigenomics,fast2bfq_fast2bfq_hep2_msp1_digests_s_6_sequence_9,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_1,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_10,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_11,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_12,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_13,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_14,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_15,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_16,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_17,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_18,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_19,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_2,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_20,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_21,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_3,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_4,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_5,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_6,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_7,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_8,4,4
epigenomics,filtercontams_filtercontams_hep2_msp1_digests_s_6_sequence_9,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_1,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_10,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_11,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_12,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_13,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_14,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_15,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_16,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_17,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_18,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_19,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_2,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_20,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_21,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_3,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_4,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_5,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_6,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_7,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_8,4,4
epigenomics,map_map_hep2_msp1_digests_s_6_sequence_9,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_1,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_10,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_11,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_12,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_13,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_14,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_15,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_16,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_17,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_18,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_19,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_2,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_20,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_21,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_3,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_4,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_5,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_6,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_7,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_8,4,4
epigenomics,sol2sanger_sol2sanger_hep2_msp1_digests_s_6_sequence_9,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_36,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_37,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_38,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_39,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_40,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_41,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_42,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_43,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_44,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_45,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_46,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_47,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_48,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_49,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_50,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_51,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_52,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_53,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_54,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_55,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_56,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_57,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_58,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_59,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_60,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_61,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_62,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_63,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_64,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_65,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_66,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_67,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_68,4,4
epigenomics,fast2bfq_fast2bfq_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_69,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_36,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_37,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_38,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_39,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_40,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_41,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_42,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_43,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_44,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_45,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_46,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_47,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_48,4,4
epigenomics,filtercontams_filtercontams_080603_ilmn-ga001_0003_205wwaaxx_taq1_s_3_sequence_49,4,4
